client,server,timestamp,bitrate
ba,ce,1717729117,434069
ba,ce,1717729117,545625
ba,ce,1717729117,387498
ba,ce,1717729117,447581
ba,ce,1717729415,3000
ba,ce,1717729415,67906
ba,ce,1717729416,339101
ba,ce,1717729416,433111
ba,ce,1717729416,322089
ba,ce,1717729416,366174
ba,ce,1717729416,461250
ba,ce,1717729416,403258
ba,ce,1717729417,492998
ba,ce,1717729417,339692
ba,ce,1717729417,487322
ba,ce,1717729417,316648
ba,ce,1717729417,418368
ba,ce,1717729417,387894
ba,ce,1717729417,387445
ba,ce,1717729715,3000
ba,ce,1717729716,70152
ba,ce,1717729716,325378
ba,ce,1717729716,348685
ba,ce,1717729716,399769
ba,ce,1717729716,312492
ba,ce,1717729716,385158
ba,ce,1717729716,426352
ba,ce,1717729717,413462
ba,ce,1717729717,371768
ba,ce,1717729717,455345
ba,ce,1717729717,353365
ba,ce,1717729717,387105
ba,ce,1717729717,496406
ba,ce,1717729717,412525
ba,ce,1717730015,3000
ba,ce,1717730016,66968
ba,ce,1717730016,323884
ba,ce,1717730016,303645
ba,ce,1717730016,310061
ba,ce,1717730016,353233
ba,ce,1717730016,317809
ba,ce,1717730017,420483
ba,ce,1717730017,334611
ba,ce,1717730017,444377
ba,ce,1717730017,515128
ba,ce,1717730017,391470
ba,ce,1717730017,436023
ba,ce,1717730017,350681
ba,ce,1717730018,439363
ba,ce,1717730315,3000
ba,ce,1717730316,41151
ba,ce,1717730316,219890
ba,ce,1717730316,328832
ba,ce,1717730316,457402
ba,ce,1717730316,314868
ba,ce,1717730317,405929
ba,ce,1717730317,341984
ba,ce,1717730317,393580
ba,ce,1717730317,414053
ba,ce,1717730317,408989
ba,ce,1717730317,327499
ba,ce,1717730318,280264
ba,ce,1717730318,346336
ba,ce,1717730318,367624
ba,ce,1717730615,3000
ba,ce,1717730616,54365
ba,ce,1717730616,354908
ba,ce,1717730616,312124
ba,ce,1717730616,445882
ba,ce,1717730616,412383
ba,ce,1717730616,405609
ba,ce,1717730617,342458
ba,ce,1717730617,400120
ba,ce,1717730617,360597
ba,ce,1717730617,433826
ba,ce,1717730617,481330
ba,ce,1717730617,518023
ba,ce,1717730617,447329
ba,ce,1717730617,467251
ba,ce,1717730915,3000
ba,ce,1717730916,49917
ba,ce,1717730916,335216
ba,ce,1717730916,310934
ba,ce,1717730916,299131
ba,ce,1717730916,316084
ba,ce,1717730917,374732
ba,ce,1717730917,300877
ba,ce,1717730917,351536
ba,ce,1717730917,520174
ba,ce,1717730917,345979
ba,ce,1717730917,434450
ba,ce,1717730917,411400
ba,ce,1717730918,455573
ba,ce,1717730918,342092
ba,ce,1717731215,3000
ba,ce,1717731216,59069
ba,ce,1717731216,312080
ba,ce,1717731216,403150
ba,ce,1717731216,431761
ba,ce,1717731216,387035
ba,ce,1717731216,381263
ba,ce,1717731217,441197
ba,ce,1717731217,487386
ba,ce,1717731217,414665
ba,ce,1717731217,421838
ba,ce,1717731217,362877
ba,ce,1717731217,378373
ba,ce,1717731217,384411
ba,ce,1717731218,410310
ba,ce,1717731515,3000
ba,ce,1717731516,65418
ba,ce,1717731516,302606
ba,ce,1717731516,342623
ba,ce,1717731516,365498
ba,ce,1717731516,364086
ba,ce,1717731517,365700
ba,ce,1717731517,366420
ba,ce,1717731517,462947
ba,ce,1717731517,381216
ba,ce,1717731517,381566
ba,ce,1717731517,324663
ba,ce,1717731517,542060
ba,ce,1717731518,431323
ba,ce,1717731518,331001
ba,ce,1717731816,3000
ba,ce,1717731816,51737
ba,ce,1717731816,300606
ba,ce,1717731816,379627
ba,ce,1717731816,425109
ba,ce,1717731816,447049
ba,ce,1717731817,316901
ba,ce,1717731817,302849
ba,ce,1717731817,406817
ba,ce,1717731817,454827
ba,ce,1717731817,307161
ba,ce,1717731817,412362
ba,ce,1717731817,468716
ba,ce,1717731818,534853
ba,ce,1717731818,481019
ba,ce,1717732116,3000
ba,ce,1717732116,67142
ba,ce,1717732116,350499
ba,ce,1717732116,494097
ba,ce,1717732116,430652
ba,ce,1717732116,280518
ba,ce,1717732117,407405
ba,ce,1717732117,325121
ba,ce,1717732117,338367
ba,ce,1717732117,467065
ba,ce,1717732117,397770
ba,ce,1717732117,452395
ba,ce,1717732117,448648
ba,ce,1717732118,462290
ba,ce,1717732118,493839
ba,ce,1717732416,3000
ba,ce,1717732416,66647
ba,ce,1717732416,325297
ba,ce,1717732416,350715
ba,ce,1717732416,262799
ba,ce,1717732417,301209
ba,ce,1717732417,271272
ba,ce,1717732417,294974
ba,ce,1717732417,275331
ba,ce,1717732417,243306
ba,ce,1717732418,391517
ba,ce,1717732418,277076
ba,ce,1717732418,332238
ba,ce,1717732418,348473
ba,ce,1717732418,394252
ba,ce,1717732716,3000
ba,ce,1717732716,67742
ba,ce,1717732716,367451
ba,ce,1717732716,272349
ba,ce,1717732716,429514
ba,ce,1717732716,338205
ba,ce,1717732717,492498
ba,ce,1717732717,351787
ba,ce,1717732717,400081
ba,ce,1717732717,386535
ba,ce,1717732717,347266
ba,ce,1717732717,303275
ba,ce,1717732718,482756
ba,ce,1717732718,424482
ba,ce,1717732718,387463
ba,ce,1717733016,3000
ba,ce,1717733016,61655
ba,ce,1717733016,280477
ba,ce,1717733016,438763
ba,ce,1717733016,379870
ba,ce,1717733016,430612
ba,ce,1717733017,473771
ba,ce,1717733017,327915
ba,ce,1717733017,349801
ba,ce,1717733017,350011
ba,ce,1717733017,402108
ba,ce,1717733017,463384
ba,ce,1717733017,389003
ba,ce,1717733018,414479
ba,ce,1717733018,322963
ba,ce,1717733316,3000
ba,ce,1717733316,65888
ba,ce,1717733316,355645
ba,ce,1717733316,304041
ba,ce,1717733316,442288
ba,ce,1717733316,490728
ba,ce,1717733317,400928
ba,ce,1717733317,457659
ba,ce,1717733317,439338
ba,ce,1717733317,492271
ba,ce,1717733317,335229
ba,ce,1717733317,359026
ba,ce,1717733317,419830
ba,ce,1717733318,359184
ba,ce,1717733318,437072
ba,ce,1717733915,3000
ba,ce,1717733915,61687
ba,ce,1717733915,393207
ba,ce,1717733915,477909
ba,ce,1717733915,315736
ba,ce,1717733916,312861
ba,ce,1717733916,354431
ba,ce,1717733916,392263
ba,ce,1717733916,315519
ba,ce,1717733916,338932
ba,ce,1717733916,389986
ba,ce,1717733916,490284
ba,ce,1717733917,442941
ba,ce,1717733917,439711
ba,ce,1717733917,295929
ba,ce,1717734215,3000
ba,ce,1717734215,69552
ba,ce,1717734215,352948
ba,ce,1717734215,371374
ba,ce,1717734215,410295
ba,ce,1717734215,384419
ba,ce,1717734216,414586
ba,ce,1717734216,353035
ba,ce,1717734216,549774
ba,ce,1717734216,412198
ba,ce,1717734216,383647
ba,ce,1717734216,343422
ba,ce,1717734217,457782
ba,ce,1717734217,347646
ba,ce,1717734217,428284
ba,ce,1717734515,3000
ba,ce,1717734515,68741
ba,ce,1717734515,352699
ba,ce,1717734515,368261
ba,ce,1717734515,417412
ba,ce,1717734516,424596
ba,ce,1717734516,318371
ba,ce,1717734516,481714
ba,ce,1717734516,316068
ba,ce,1717734516,340041
ba,ce,1717734516,348994
ba,ce,1717734517,335414
ba,ce,1717734517,409274
ba,ce,1717734517,490991
ba,ce,1717734517,386869
ba,ce,1717734815,3000
ba,ce,1717734815,66618
ba,ce,1717734815,408439
ba,ce,1717734815,354350
ba,ce,1717734815,350684
ba,ce,1717734816,347104
ba,ce,1717734816,400229
ba,ce,1717734816,307024
ba,ce,1717734816,336115
ba,ce,1717734816,506578
ba,ce,1717734816,440608
ba,ce,1717734816,396968
ba,ce,1717734817,378731
ba,ce,1717734817,345665
ba,ce,1717734817,277453
ba,ce,1717735115,3000
ba,ce,1717735115,65808
ba,ce,1717735115,304323
ba,ce,1717735115,455187
ba,ce,1717735115,349071
ba,ce,1717735116,402122
ba,ce,1717735116,423707
ba,ce,1717735116,332930
ba,ce,1717735116,377493
ba,ce,1717735116,428624
ba,ce,1717735116,386696
ba,ce,1717735117,342448
ba,ce,1717735117,415793
ba,ce,1717735117,322175
ba,ce,1717735117,442467
ba,ce,1717735415,3000
ba,ce,1717735415,66862
ba,ce,1717735415,371840
ba,ce,1717735415,545212
ba,ce,1717735415,514873
ba,ce,1717735415,386505
ba,ce,1717735416,424601
ba,ce,1717735416,458569
ba,ce,1717735416,448271
ba,ce,1717735416,438147
ba,ce,1717735416,280765
ba,ce,1717735416,316062
ba,ce,1717735417,403191
ba,ce,1717735417,441966
ba,ce,1717735417,443986
ba,ce,1717735715,3000
ba,ce,1717735715,68747
ba,ce,1717735715,315551
ba,ce,1717735715,354281
ba,ce,1717735716,305669
ba,ce,1717735716,371318
ba,ce,1717735716,388986
ba,ce,1717735716,283348
ba,ce,1717735716,312248
ba,ce,1717735716,322205
ba,ce,1717735717,357596
ba,ce,1717735717,403330
ba,ce,1717735717,335114
ba,ce,1717735717,380844
ba,ce,1717735717,424732
ba,ce,1717736015,3000
ba,ce,1717736015,60635
ba,ce,1717736015,307164
ba,ce,1717736015,432945
ba,ce,1717736016,331285
ba,ce,1717736016,267449
ba,ce,1717736016,278459
ba,ce,1717736016,429651
ba,ce,1717736016,420816
ba,ce,1717736016,382717
ba,ce,1717736017,424626
ba,ce,1717736017,424069
ba,ce,1717736017,364289
ba,ce,1717736017,385450
ba,ce,1717736017,371198
ba,ce,1717736315,3000
ba,ce,1717736315,63718
ba,ce,1717736315,319314
ba,ce,1717736315,420175
ba,ce,1717736316,288584
ba,ce,1717736316,370883
ba,ce,1717736316,366946
ba,ce,1717736316,413981
ba,ce,1717736316,376081
ba,ce,1717736316,437050
ba,ce,1717736317,351302
ba,ce,1717736317,342131
ba,ce,1717736317,362944
ba,ce,1717736317,385380
ba,ce,1717736317,448531
ba,ce,1717736615,3000
ba,ce,1717736615,66987
ba,ce,1717736615,301622
ba,ce,1717736615,406317
ba,ce,1717736616,320534
ba,ce,1717736616,282375
ba,ce,1717736616,274903
ba,ce,1717736616,430988
ba,ce,1717736616,427632
ba,ce,1717736616,334274
ba,ce,1717736617,357729
ba,ce,1717736617,357083
ba,ce,1717736617,397135
ba,ce,1717736617,514715
ba,ce,1717736617,352489
ba,ce,1717736915,3000
ba,ce,1717736915,69105
ba,ce,1717736915,334090
ba,ce,1717736915,452386
ba,ce,1717736916,381205
ba,ce,1717736916,363364
ba,ce,1717736916,428777
ba,ce,1717736916,450513
ba,ce,1717736916,308873
ba,ce,1717736916,378376
ba,ce,1717736916,396741
ba,ce,1717736917,379546
ba,ce,1717736917,349894
ba,ce,1717736917,272492
ba,ce,1717736917,336293
ba,ce,1717737215,3000
ba,ce,1717737215,68532
ba,ce,1717737215,311783
ba,ce,1717737215,330379
ba,ce,1717737216,377475
ba,ce,1717737216,283215
ba,ce,1717737216,326272
ba,ce,1717737216,386976
ba,ce,1717737216,303429
ba,ce,1717737217,348708
ba,ce,1717737217,324207
ba,ce,1717737217,390695
ba,ce,1717737217,494788
ba,ce,1717737217,365169
ba,ce,1717737217,302796
ba,ce,1717737515,3000
ba,ce,1717737515,68797
ba,ce,1717737515,367021
ba,ce,1717737515,543210
ba,ce,1717737516,382432
ba,ce,1717737516,428491
ba,ce,1717737516,402463
ba,ce,1717737516,355574
ba,ce,1717737516,294167
ba,ce,1717737516,380072
ba,ce,1717737516,403901
ba,ce,1717737517,462304
ba,ce,1717737517,301358
ba,ce,1717737517,336097
ba,ce,1717737517,422764
ba,ce,1717737815,3000
ba,ce,1717737815,68853
ba,ce,1717737815,388191
ba,ce,1717737815,345539
ba,ce,1717737816,344693
ba,ce,1717737816,344452
ba,ce,1717737816,315050
ba,ce,1717737816,410686
ba,ce,1717737816,409069
ba,ce,1717737816,442904
ba,ce,1717737817,299391
ba,ce,1717737817,435884
ba,ce,1717737817,462134
ba,ce,1717737817,369282
ba,ce,1717737817,332106
ba,ce,1717738115,3000
ba,ce,1717738115,65907
ba,ce,1717738115,366681
ba,ce,1717738116,406977
ba,ce,1717738116,301131
ba,ce,1717738116,278249
ba,ce,1717738116,246073
ba,ce,1717738116,370958
ba,ce,1717738116,485063
ba,ce,1717738117,416256
ba,ce,1717738117,345352
ba,ce,1717738117,365338
ba,ce,1717738117,412270
ba,ce,1717738117,470847
ba,ce,1717738117,365862
ba,ce,1717738415,3000
ba,ce,1717738415,63773
ba,ce,1717738415,334963
ba,ce,1717738416,404729
ba,ce,1717738416,327458
ba,ce,1717738416,296198
ba,ce,1717738416,364946
ba,ce,1717738416,373227
ba,ce,1717738416,357477
ba,ce,1717738417,337994
ba,ce,1717738417,388166
ba,ce,1717738417,328976
ba,ce,1717738417,392889
ba,ce,1717738417,352655
ba,ce,1717738417,539751
ba,ce,1717739015,3000
ba,ce,1717739015,67051
ba,ce,1717739015,376336
ba,ce,1717739016,331092
ba,ce,1717739016,386935
ba,ce,1717739016,388885
ba,ce,1717739016,428278
ba,ce,1717739016,415962
ba,ce,1717739016,422021
ba,ce,1717739016,421738
ba,ce,1717739017,352412
ba,ce,1717739017,357323
ba,ce,1717739017,339810
ba,ce,1717739017,362765
ba,ce,1717739017,359232
ba,ce,1717739315,3000
ba,ce,1717739315,64431
ba,ce,1717739315,400788
ba,ce,1717739316,429240
ba,ce,1717739316,379933
ba,ce,1717739316,268723
ba,ce,1717739316,394309
ba,ce,1717739316,327443
ba,ce,1717739316,468815
ba,ce,1717739317,452094
ba,ce,1717739317,369999
ba,ce,1717739317,445308
ba,ce,1717739317,472431
ba,ce,1717739317,499990
ba,ce,1717739317,404348
ba,ce,1717739615,3000
ba,ce,1717739615,69966
ba,ce,1717739615,391036
ba,ce,1717739616,340835
ba,ce,1717739616,353347
ba,ce,1717739616,338323
ba,ce,1717739616,409946
ba,ce,1717739616,368067
ba,ce,1717739616,327557
ba,ce,1717739617,390250
ba,ce,1717739617,345305
ba,ce,1717739617,372203
ba,ce,1717739617,394541
ba,ce,1717739617,446628
ba,ce,1717739617,323166
ba,ce,1717739915,3000
ba,ce,1717739915,65784
ba,ce,1717739916,291572
ba,ce,1717739916,241987
ba,ce,1717739916,314786
ba,ce,1717739916,349164
ba,ce,1717739916,456811
ba,ce,1717739916,397480
