client,server,timestamp,rtt
ba,ce,1717749063,12.53
ba,ce,1717749460,12.52
ba,ce,1717749742,12.569999999999999
ba,ce,1717749790,12.5
ba,ce,1717750257,12.559999999999999
ba,ce,1717750686,12.540000000000001
ba,ce,1717751117,12.67
ba,ce,1717751453,12.64
ba,ce,1717751800,12.5
ba,ce,1717752011,12.529999999999998
ba,ce,1717752399,12.540000000000001
ba,ce,1717752897,12.51
ba,ce,1717753089,12.5
ba,ce,1717753600,12.5
ba,ce,1717753726,12.48
ba,ce,1717754836,12.6
ba,ce,1717755385,12.440000000000001
ba,ce,1717756255,12.540000000000001
ba,ce,1717756498,12.450000000000001
ba,ce,1717756919,12.459999999999999
ba,ce,1717757161,12.5
ba,ce,1717757538,12.530000000000001
ba,ce,1717757724,12.5
ba,ce,1717757978,12.42
ba,ce,1717758421,12.440000000000001
ba,ce,1717758583,12.42
ba,ce,1717759347,12.440000000000001
ba,ce,1717759624,12.430000000000001
ba,ce,1717759733,12.450000000000001
ba,ce,1717760220,12.510000000000002
ba,ce,1717760390,12.450000000000001
ba,ce,1717760762,12.459999999999999
ba,ce,1717760890,12.470000000000002
ba,ce,1717761222,12.440000000000001
ba,ce,1717761520,12.400000000000002
ba,ce,1717761882,12.410000000000002
ba,ce,1717762127,12.46
ba,ce,1717762649,12.440000000000001
ba,ce,1717762813,12.540000000000001
ba,ce,1717763227,12.430000000000001
ba,ce,1717763546,12.400000000000002
ba,ce,1717763727,12.49
ba,ce,1717764047,12.440000000000001
ba,ce,1717764381,12.540000000000001
ba,ce,1717764626,12.430000000000001
ba,ce,1717764927,12.470000000000002
ba,ce,1717765300,12.48
ba,ce,1717765605,12.540000000000001
ba,ce,1717765899,12.49
ba,ce,1717766175,12.690000000000001
ba,ce,1717766820,12.41
ba,ce,1717767069,12.61
ba,ce,1717767290,12.459999999999999
ba,ce,1717767712,12.470000000000002
ba,ce,1717767823,12.46
ba,ce,1717768213,12.549999999999999
ba,ce,1717768410,12.78
ba,ce,1717768751,12.400000000000002
ba,ce,1717769118,12.520000000000001
ba,ce,1717769456,12.440000000000001
ba,ce,1717770317,12.48
ba,ce,1717770513,12.969999999999999
ba,ce,1717770831,12.48
ba,ce,1717771297,12.440000000000001
ba,ce,1717771988,12.5
ba,ce,1717772449,12.450000000000001
ba,ce,1717772647,12.440000000000001
ba,ce,1717772923,12.440000000000001
ba,ce,1717773369,12.51
ba,ce,1717773705,12.46
ba,ce,1717773908,12.47
ba,ce,1717774234,12.45
ba,ce,1717774439,12.45
ba,ce,1717774935,12.58
ba,ce,1717775262,12.440000000000001
ba,ce,1717775343,12.47
ba,ce,1717775716,12.64
ba,ce,1717775928,12.47
ba,ce,1717776401,12.440000000000001
ba,ce,1717776586,12.48
ba,ce,1717776963,12.450000000000001
ba,ce,1717777126,12.46
ba,ce,1717777638,12.809999999999999
ba,ce,1717777767,12.41
ba,ce,1717778230,12.620000000000001
ba,ce,1717778806,12.53
ba,ce,1717779120,12.42
ba,ce,1717779384,12.510000000000002
ba,ce,1717779647,12.88
ba,ce,1717780061,12.450000000000001
ba,ce,1717780321,12.470000000000002
ba,ce,1717780502,12.459999999999999
ba,ce,1717780905,12.450000000000001
ba,ce,1717781048,12.47
ba,ce,1717781703,12.49
ba,ce,1717782033,12.46
ba,ce,1717782299,12.450000000000001
ba,ce,1717782756,12.48
ba,ce,1717782986,12.459999999999999
ba,ce,1717783248,12.73
ba,ce,1717783653,12.47
ba,ce,1717783895,12.470000000000002
ba,ce,1717784228,12.470000000000002
ba,ce,1717784376,12.440000000000001
ba,ce,1717784747,12.55
ba,ce,1717784887,12.42
ba,ce,1717785208,12.650000000000002
ba,ce,1717785737,12.49
ba,ce,1717785936,12.489999999999998
ba,ce,1717786333,12.440000000000001
ba,ce,1717786499,12.5
ba,ce,1717786684,12.45
ba,ce,1717787176,12.77
ba,ce,1717787321,12.450000000000001
ba,ce,1717787710,12.51
ba,ce,1717788154,12.48
ba,ce,1717788416,12.459999999999999
ba,ce,1717788533,12.430000000000001
ba,ce,1717789057,12.46
ba,ce,1717789095,12.48
ba,ce,1717789596,12.51
ba,ce,1717789689,12.48
ba,ce,1717790019,12.460000000000003
ba,ce,1717790476,12.9
ba,ce,1717790828,12.529999999999998
ba,ce,1717791049,12.739999999999998
ba,ce,1717791189,12.470000000000002
ba,ce,1717791675,12.920000000000002
ba,ce,1717791834,12.49
ba,ce,1717792300,12.400000000000002
ba,ce,1717792386,12.470000000000002
ba,ce,1717792703,12.440000000000001
ba,ce,1717792986,12.46
ba,ce,1717793462,12.459999999999999
ba,ce,1717793585,12.440000000000001
ba,ce,1717793883,12.48
ba,ce,1717794339,12.47
ba,ce,1717794671,12.66
ba,ce,1717794959,12.470000000000002
ba,ce,1717795089,12.46
ba,ce,1717795408,12.67
ba,ce,1717795803,12.440000000000001
ba,ce,1717796180,12.7
ba,ce,1717796560,12.470000000000002
ba,ce,1717796653,12.500000000000002
ba,ce,1717796989,12.49
ba,ce,1717797285,12.470000000000002
ba,ce,1717797539,12.48
ba,ce,1717797867,12.430000000000001
ba,ce,1717798292,12.46
ba,ce,1717798421,12.48
ba,ce,1717798717,12.7
ba,ce,1717799001,12.48
ba,ce,1717799389,12.48
ba,ce,1717799857,12.46
ba,ce,1717799906,12.49
ba,ce,1717800682,12.620000000000001
ba,ce,1717800880,12.470000000000002
ba,ce,1717801337,12.499999999999998
ba,ce,1717801811,12.59
ba,ce,1717802185,12.56
ba,ce,1717802438,12.52
ba,ce,1717802853,12.48
ba,ce,1717802908,12.5
ba,ce,1717803304,12.5
ba,ce,1717803738,12.54
ba,ce,1717803815,12.8
ba,ce,1717804121,12.53
ba,ce,1717804485,12.470000000000002
ba,ce,1717804871,12.64
ba,ce,1717805257,12.48
ba,ce,1717805483,12.600000000000001
ba,ce,1717805748,12.920000000000002
ba,ce,1717805985,12.49
ba,ce,1717806456,12.5
ba,ce,1717806690,12.5
ba,ce,1717806795,12.510000000000002
ba,ce,1717807342,12.570000000000002
ba,ce,1717807568,12.52
ba,ce,1717807925,12.51
ba,ce,1717808053,12.540000000000001
ba,ce,1717808319,12.51
ba,ce,1717808841,12.570000000000002
ba,ce,1717809051,12.69
ba,ce,1717809406,12.620000000000001
ba,ce,1717809721,12.51
ba,ce,1717809987,12.5
ba,ce,1717810095,12.540000000000001
ba,ce,1717810391,12.53
ba,ce,1717810917,12.53
ba,ce,1717811033,12.49
ba,ce,1717811498,12.580000000000002
ba,ce,1717811854,12.52
ba,ce,1717812219,12.540000000000001
ba,ce,1717812621,12.55
ba,ce,1717812781,12.5
ba,ce,1717813100,12.549999999999999
ba,ce,1717813424,12.549999999999999
ba,ce,1717813905,12.500000000000002
ba,ce,1717814142,12.529999999999998
ba,ce,1717814533,12.58
ba,ce,1717814755,12.54
ba,ce,1717814884,12.510000000000002
ba,ce,1717815303,12.53
ba,ce,1717815489,12.54
ba,ce,1717816061,12.549999999999999
ba,ce,1717816203,12.53
ba,ce,1717816483,12.51
ba,ce,1717816866,12.569999999999999
ba,ce,1717817094,12.52
ba,ce,1717817388,12.529999999999998
ba,ce,1717817623,12.51
ba,ce,1717817888,12.56
ba,ce,1717818448,12.529999999999998
ba,ce,1717818620,12.639999999999999
ba,ce,1717819055,12.54
ba,ce,1717819350,12.55
ba,ce,1717819471,12.540000000000001
ba,ce,1717819880,12.73
ba,ce,1717820164,12.52
ba,ce,1717820337,12.5
ba,ce,1717820587,12.559999999999999
ba,ce,1717820979,12.52
ba,ce,1717821406,12.55
ba,ce,1717821499,12.549999999999999
ba,ce,1717821793,12.55
ba,ce,1717822180,12.51
ba,ce,1717822471,12.540000000000001
ba,ce,1717822749,12.57
ba,ce,1717823100,12.55
ba,ce,1717823300,12.529999999999998
ba,ce,1717823617,12.68
ba,ce,1717824078,12.86
ba,ce,1717824414,12.549999999999999
ba,ce,1717824524,12.559999999999999
ba,ce,1717825058,12.540000000000001
ba,ce,1717825102,12.54
ba,ce,1717825388,12.55
ba,ce,1717825848,12.58
ba,ce,1717826125,12.54
ba,ce,1717826802,12.540000000000001
ba,ce,1717826939,12.529999999999998
ba,ce,1717827320,12.77
ba,ce,1717827656,12.53
ba,ce,1717827817,12.620000000000001
ba,ce,1717828083,12.49
ba,ce,1717828627,12.529999999999998
ba,ce,1717828859,12.52
ba,ce,1717829002,12.53
ba,ce,1717829280,12.53
ba,ce,1717829585,12.510000000000002
ba,ce,1717830003,12.569999999999999
ba,ce,1717830383,12.65
ba,ce,1717830678,12.66
ba,ce,1717831262,12.52
ba,ce,1717831447,12.529999999999998
ba,ce,1717831731,12.52
ba,ce,1717832174,12.809999999999999
ba,ce,1717832560,12.540000000000001
ba,ce,1717832705,12.54
ba,ce,1717832951,12.499999999999998
ba,ce,1717833338,12.549999999999999
ba,ce,1717833611,12.66
ba,ce,1717834017,12.57
ba,ce,1717834139,12.569999999999999
ba,ce,1717834573,12.86
ba,ce,1717834693,12.53
ba,ce,1717835146,12.639999999999999
ba,ce,1717835502,12.58
ba,ce,1717836026,12.569999999999999
ba,ce,1717836198,12.54
ba,ce,1717836497,12.52
ba,ce,1717837103,12.53
ba,ce,1717837431,12.54
ba,ce,1717838125,12.5
ba,ce,1717838941,12.5
ba,ce,1717839384,12.559999999999999
ba,ce,1717839989,12.51
ba,ce,1717840106,12.55
ba,ce,1717840661,12.48
ba,ce,1717840917,12.540000000000001
ba,ce,1717841118,12.729999999999999
ba,ce,1717841465,12.51
ba,ce,1717841779,12.930000000000001
ba,ce,1717841954,12.540000000000001
ba,ce,1717842298,12.5
ba,ce,1717842681,12.669999999999998
ba,ce,1717842979,12.77
ba,ce,1717843276,12.89
ba,ce,1717843580,12.8
ba,ce,1717844171,12.830000000000002
ba,ce,1717844426,12.540000000000001
ba,ce,1717844851,12.61
ba,ce,1717845109,12.510000000000002
ba,ce,1717845412,12.540000000000001
ba,ce,1717845546,12.540000000000001
ba,ce,1717845990,12.52
ba,ce,1717846351,12.51
ba,ce,1717846431,12.510000000000002
ba,ce,1717846706,12.48
ba,ce,1717847008,12.65
ba,ce,1717847786,12.5
ba,ce,1717848136,12.510000000000002
ba,ce,1717848326,12.530000000000001
ba,ce,1717848750,12.51
ba,ce,1717849026,12.53
ba,ce,1717849285,12.579999999999998
ba,ce,1717849888,12.51
ba,ce,1717850186,12.58
ba,ce,1717850301,12.52
ba,ce,1717851112,12.569999999999999
ba,ce,1717851252,12.53
ba,ce,1717851726,12.5
ba,ce,1717851837,12.529999999999998
ba,ce,1717852085,12.49
ba,ce,1717852517,12.55
ba,ce,1717853106,12.49
ba,ce,1717853504,12.49
ba,ce,1717853849,12.459999999999999
ba,ce,1717853937,12.5
ba,ce,1717854302,12.52
ba,ce,1717854644,12.5
ba,ce,1717854891,12.549999999999999
ba,ce,1717855242,12.559999999999999
ba,ce,1717855518,12.569999999999999
ba,ce,1717855728,12.540000000000001
ba,ce,1717856131,12.52
ba,ce,1717856740,12.51
ba,ce,1717856907,12.469999999999999
ba,ce,1717857235,12.51
ba,ce,1717857490,12.49
ba,ce,1717858276,12.8
ba,ce,1717858568,12.53
ba,ce,1717858815,12.5
ba,ce,1717859238,12.520000000000001
ba,ce,1717859416,12.559999999999999
ba,ce,1717859800,12.470000000000002
ba,ce,1717860251,12.52
ba,ce,1717860755,12.5
ba,ce,1717861035,12.47
ba,ce,1717861166,12.48
ba,ce,1717861498,12.52
ba,ce,1717861720,12.49
ba,ce,1717862099,12.52
ba,ce,1717862354,12.540000000000001
ba,ce,1717862593,12.5
ba,ce,1717863437,12.52
ba,ce,1717863616,12.540000000000001
ba,ce,1717863816,12.64
ba,ce,1717864121,12.540000000000001
ba,ce,1717864569,12.57
ba,ce,1717864854,12.62
ba,ce,1717865505,12.559999999999999
ba,ce,1717865846,12.53
ba,ce,1717865977,12.53
ba,ce,1717866209,12.830000000000002
ba,ce,1717866985,12.549999999999999
ba,ce,1717867148,12.5
ba,ce,1717867496,12.49
ba,ce,1717867911,12.559999999999999
ba,ce,1717868047,12.5
ba,ce,1717868496,12.51
ba,ce,1717868852,12.52
ba,ce,1717869074,12.72
ba,ce,1717869331,12.52
ba,ce,1717869610,12.559999999999999
ba,ce,1717869877,12.67
ba,ce,1717870235,12.51
ba,ce,1717870584,12.51
ba,ce,1717870884,12.61
ba,ce,1717871261,12.51
ba,ce,1717871439,12.52
ba,ce,1717871803,12.52
ba,ce,1717872026,12.59
ba,ce,1717872373,12.77
ba,ce,1717872514,12.669999999999998
ba,ce,1717872783,12.59
ba,ce,1717873172,12.5
ba,ce,1717873384,12.59
ba,ce,1717873880,12.75
ba,ce,1717874103,12.54
ba,ce,1717874500,12.5
ba,ce,1717874634,12.52
ba,ce,1717875141,12.5
ba,ce,1717875229,12.54
ba,ce,1717875488,12.529999999999998
ba,ce,1717875908,12.51
ba,ce,1717876109,12.85
ba,ce,1717876485,12.51
ba,ce,1717876695,12.51
ba,ce,1717877238,12.690000000000001
ba,ce,1717877542,12.61
ba,ce,1717877645,12.52
ba,ce,1717877985,12.52
ba,ce,1717878328,12.51
ba,ce,1717878734,12.89
ba,ce,1717878807,12.540000000000001
ba,ce,1717879080,12.53
ba,ce,1717879569,12.680000000000001
ba,ce,1717879720,12.499999999999998
ba,ce,1717880549,12.48
ba,ce,1717880671,12.46
ba,ce,1717881137,12.8
ba,ce,1717881241,12.5
ba,ce,1717881628,12.49
ba,ce,1717881996,12.540000000000001
ba,ce,1717882360,12.5
ba,ce,1717882645,12.5
ba,ce,1717882783,12.52
ba,ce,1717883258,12.5
ba,ce,1717883419,12.61
ba,ce,1717883752,12.549999999999999
ba,ce,1717884005,12.459999999999999
ba,ce,1717884323,12.52
ba,ce,1717884747,12.49
ba,ce,1717884828,12.48
ba,ce,1717885140,12.49
ba,ce,1717885437,12.52
ba,ce,1717885838,12.540000000000001
ba,ce,1717886183,12.620000000000001
ba,ce,1717886418,12.67
ba,ce,1717886779,12.86
ba,ce,1717887033,12.5
ba,ce,1717887345,12.639999999999999
ba,ce,1717887493,12.5
ba,ce,1717887951,12.57
ba,ce,1717888198,12.530000000000001
ba,ce,1717888492,12.529999999999998
ba,ce,1717888959,12.5
ba,ce,1717889001,12.5
ba,ce,1717889399,12.56
ba,ce,1717889729,12.540000000000001
ba,ce,1717890032,12.51
ba,ce,1717890734,12.66
ba,ce,1717890951,12.58
ba,ce,1717891088,12.55
ba,ce,1717891489,12.569999999999999
ba,ce,1717891818,12.57
ba,ce,1717891989,12.52
ba,ce,1717892474,12.68
ba,ce,1717892703,12.559999999999999
ba,ce,1717892886,12.5
ba,ce,1717893197,12.5
ba,ce,1717893615,12.56
ba,ce,1717893835,12.51
ba,ce,1717894279,12.690000000000001
ba,ce,1717894626,12.559999999999999
ba,ce,1717894838,12.52
ba,ce,1717895093,12.499999999999998
ba,ce,1717895842,12.65
ba,ce,1717896032,12.51
ba,ce,1717896380,12.66
ba,ce,1717896588,12.51
ba,ce,1717897031,12.52
ba,ce,1717897330,12.559999999999999
ba,ce,1717897437,12.52
ba,ce,1717897799,12.510000000000002
ba,ce,1717898236,12.510000000000002
ba,ce,1717898446,12.969999999999999
ba,ce,1717898788,12.549999999999999
ba,ce,1717898938,12.529999999999998
ba,ce,1717899195,12.51
ba,ce,1717899643,12.85
ba,ce,1717900016,12.54
ba,ce,1717900345,12.51
ba,ce,1717900627,12.52
ba,ce,1717900709,12.690000000000001
ba,ce,1717901208,12.569999999999999
ba,ce,1717901666,12.53
ba,ce,1717901897,12.540000000000001
ba,ce,1717902318,12.559999999999999
ba,ce,1717902677,12.969999999999999
ba,ce,1717903032,12.51
ba,ce,1717903300,12.559999999999999
ba,ce,1717903596,12.54
ba,ce,1717903722,12.549999999999999
ba,ce,1717904112,12.540000000000001
ba,ce,1717904540,12.489999999999998
ba,ce,1717904772,12.690000000000001
ba,ce,1717905156,12.52
ba,ce,1717905220,12.51
ba,ce,1717905693,12.52
ba,ce,1717905940,12.57
ba,ce,1717906088,12.54
ba,ce,1717906404,12.53
ba,ce,1717906943,12.51
ba,ce,1717907128,12.49
ba,ce,1717907488,12.549999999999999
ba,ce,1717907589,12.52
ba,ce,1717907978,12.639999999999999
ba,ce,1717908421,12.540000000000001
ba,ce,1717908612,12.549999999999999
ba,ce,1717909011,12.5
ba,ce,1717909360,12.53
ba,ce,1717909929,12.52
ba,ce,1717910040,12.549999999999999
ba,ce,1717910419,12.63
ba,ce,1717910892,12.55
ba,ce,1717911249,12.53
ba,ce,1717911678,12.64
ba,ce,1717911993,12.529999999999998
ba,ce,1717912120,12.540000000000001
ba,ce,1717912724,12.540000000000001
ba,ce,1717913094,12.5
ba,ce,1717913286,12.52
ba,ce,1717913780,12.570000000000002
ba,ce,1717914087,12.51
ba,ce,1717914449,12.52
ba,ce,1717914567,12.48
ba,ce,1717914949,12.7
ba,ce,1717915301,12.5
ba,ce,1717915526,12.53
ba,ce,1717915735,12.53
ba,ce,1717916079,12.540000000000001
ba,ce,1717916609,12.53
ba,ce,1717917019,12.51
ba,ce,1717917413,12.55
ba,ce,1717917648,12.51
ba,ce,1717917923,12.53
ba,ce,1717918194,12.51
ba,ce,1717918602,12.57
ba,ce,1717918733,12.54
ba,ce,1717918984,12.559999999999999
ba,ce,1717919353,12.52
ba,ce,1717919762,12.51
ba,ce,1717919982,12.49
ba,ce,1717920424,12.529999999999998
ba,ce,1717920680,12.530000000000001
ba,ce,1717920957,12.580000000000002
ba,ce,1717921229,12.51
ba,ce,1717921447,12.569999999999999
ba,ce,1717921881,12.72
ba,ce,1717922098,12.5
ba,ce,1717922467,12.58
ba,ce,1717922634,12.549999999999999
ba,ce,1717923051,12.690000000000001
ba,ce,1717923415,12.53
ba,ce,1717923609,12.65
ba,ce,1717923893,12.5
ba,ce,1717926156,12.51
ba,ce,1717926826,12.51
ba,ce,1717927149,12.52
ba,ce,1717927412,12.790000000000001
ba,ce,1717927950,12.830000000000002
ba,ce,1717927993,12.5
ba,ce,1717928631,12.51
ba,ce,1717929056,12.53
ba,ce,1717929218,12.5
ba,ce,1717929658,12.5
ba,ce,1717929972,12.59
ba,ce,1717930566,12.58
ba,ce,1717930691,12.53
ba,ce,1717931139,12.51
ba,ce,1717931723,12.6
ba,ce,1717931943,12.53
ba,ce,1717932515,12.95
ba,ce,1717933062,12.51
ba,ce,1717933275,12.7
ba,ce,1717933610,12.5
ba,ce,1717933706,12.540000000000001
ba,ce,1717934241,12.66
ba,ce,1717934346,12.540000000000001
ba,ce,1717934732,12.51
ba,ce,1717935017,12.61
ba,ce,1717935609,12.540000000000001
ba,ce,1717935901,12.569999999999999
ba,ce,1717936283,12.669999999999998
ba,ce,1717936560,12.6
ba,ce,1717936800,12.52
ba,ce,1717937119,12.53
ba,ce,1717937320,12.53
ba,ce,1717938089,12.49
ba,ce,1717938316,12.639999999999999
ba,ce,1717938798,12.5
ba,ce,1717939314,12.55
ba,ce,1717939615,12.55
ba,ce,1717939826,12.54
ba,ce,1717940150,12.77
ba,ce,1717940781,12.709999999999999
ba,ce,1717941148,12.500000000000002
ba,ce,1717941305,12.53
ba,ce,1717941928,12.540000000000001
ba,ce,1717942287,12.53
ba,ce,1717942515,12.510000000000002
ba,ce,1717942728,12.5
ba,ce,1717943600,12.5
ba,ce,1717944051,12.530000000000001
ba,ce,1717944228,12.5
ba,ce,1717944706,12.470000000000002
ba,ce,1717944894,12.55
ba,ce,1717945112,12.9
ba,ce,1717945394,12.559999999999999
ba,ce,1717945862,12.55
ba,ce,1717946144,12.55
ba,ce,1717946389,12.489999999999998
ba,ce,1717946825,12.52
ba,ce,1717947111,12.549999999999999
ba,ce,1717947211,12.77
ba,ce,1717947728,12.690000000000001
ba,ce,1717948029,12.73
ba,ce,1717948094,12.5
ba,ce,1717948791,12.559999999999999
ba,ce,1717949149,12.52
ba,ce,1717949452,12.55
ba,ce,1717949632,12.51
ba,ce,1717949948,12.55
ba,ce,1717950267,12.52
ba,ce,1717950691,12.559999999999999
ba,ce,1717950983,12.59
ba,ce,1717951247,12.510000000000002
ba,ce,1717951558,12.530000000000001
ba,ce,1717951810,12.57
ba,ce,1717952053,12.51
ba,ce,1717952331,12.49
ba,ce,1717952734,12.52
ba,ce,1717953160,12.529999999999998
ba,ce,1717953232,12.540000000000001
ba,ce,1717953551,12.49
ba,ce,1717954101,12.5
ba,ce,1717954511,12.540000000000001
ba,ce,1717954913,12.540000000000001
ba,ce,1717955188,12.529999999999998
ba,ce,1717955335,12.59
ba,ce,1717955798,12.52
ba,ce,1717955898,12.540000000000001
ba,ce,1717956366,12.52
ba,ce,1717956716,12.569999999999999
ba,ce,1717957054,12.540000000000001
ba,ce,1717957118,12.52
ba,ce,1717957656,12.57
ba,ce,1717957936,12.530000000000001
ba,ce,1717958035,12.58
ba,ce,1717958319,12.610000000000001
ba,ce,1717958809,12.559999999999999
ba,ce,1717958972,12.5
ba,ce,1717959382,12.65
ba,ce,1717959658,12.510000000000002
ba,ce,1717959787,12.54
ba,ce,1717960278,12.679999999999998
ba,ce,1717960688,12.55
ba,ce,1717961095,12.57
ba,ce,1717962140,12.680000000000001
ba,ce,1717962270,12.49
ba,ce,1717962498,12.51
ba,ce,1717963062,12.51
ba,ce,1717963323,12.51
ba,ce,1717963562,12.610000000000001
ba,ce,1717963815,12.59
ba,ce,1717964042,12.51
ba,ce,1717964450,12.62
ba,ce,1717965005,12.559999999999999
ba,ce,1717965437,12.63
ba,ce,1717965523,12.49
ba,ce,1717965877,12.530000000000001
ba,ce,1717966340,12.620000000000001
ba,ce,1717966651,12.5
ba,ce,1717966938,12.77
ba,ce,1717967135,12.5
ba,ce,1717967792,12.55
ba,ce,1717968150,12.49
ba,ce,1717968202,12.48
ba,ce,1717968584,12.52
ba,ce,1717969033,12.55
ba,ce,1717969323,12.52
ba,ce,1717969516,12.59
ba,ce,1717969889,12.49
ba,ce,1717970151,12.53
ba,ce,1717970509,12.52
ba,ce,1717970754,12.61
ba,ce,1717970998,12.51
ba,ce,1717971252,12.59
ba,ce,1717971628,12.51
ba,ce,1717971996,12.49
ba,ce,1717972352,12.52
ba,ce,1717972583,12.57
ba,ce,1717972736,12.529999999999998
ba,ce,1717972987,12.53
ba,ce,1717973492,12.57
ba,ce,1717973731,12.51
ba,ce,1717973941,12.49
ba,ce,1717974243,12.510000000000002
ba,ce,1717974731,12.59
ba,ce,1717974840,12.48
ba,ce,1717975175,12.5
ba,ce,1717975478,12.5
ba,ce,1717975702,12.54
ba,ce,1717976030,12.51
ba,ce,1717976387,12.549999999999999
ba,ce,1717976670,12.499999999999998
ba,ce,1717976948,12.53
ba,ce,1717977416,12.5
ba,ce,1717977749,12.49
ba,ce,1717977929,12.55
ba,ce,1717978290,12.5
ba,ce,1717978565,12.559999999999999
ba,ce,1717978703,12.529999999999998
ba,ce,1717979156,12.62
ba,ce,1717979302,12.5
ba,ce,1717979619,12.5
ba,ce,1717979907,12.66
ba,ce,1717980329,12.540000000000001
ba,ce,1717980755,12.52
ba,ce,1717980844,12.569999999999999
ba,ce,1717981140,12.51
ba,ce,1717981643,12.530000000000001
ba,ce,1717981696,12.51
ba,ce,1717982281,12.52
ba,ce,1717982771,12.790000000000001
ba,ce,1717983028,12.529999999999998
ba,ce,1717983303,12.54
ba,ce,1717983498,12.48
ba,ce,1717984328,12.48
ba,ce,1717984571,12.74
ba,ce,1717984732,12.51
ba,ce,1717985146,12.549999999999999
ba,ce,1717985514,12.55
ba,ce,1717985762,12.5
ba,ce,1717986140,12.67
ba,ce,1717986312,12.529999999999998
ba,ce,1717986502,12.51
ba,ce,1717986829,12.52
ba,ce,1717987097,12.52
ba,ce,1717987640,12.55
ba,ce,1717987745,12.51
ba,ce,1717988164,12.5
ba,ce,1717988281,12.48
ba,ce,1717989140,12.59
ba,ce,1717989204,12.52
ba,ce,1717989738,12.66
ba,ce,1717989806,12.52
ba,ce,1717990283,12.61
ba,ce,1717990407,12.639999999999999
ba,ce,1717990903,12.540000000000001
ba,ce,1717991444,12.54
ba,ce,1717991836,12.49
ba,ce,1717991894,12.53
ba,ce,1717992296,12.52
ba,ce,1717992669,12.58
ba,ce,1717992998,12.52
ba,ce,1717993079,12.49
ba,ce,1717993791,12.540000000000001
ba,ce,1717994140,12.639999999999999
ba,ce,1717994543,12.5
ba,ce,1717994811,12.55
ba,ce,1717994949,12.51
ba,ce,1717995396,12.51
ba,ce,1717995499,12.53
ba,ce,1717995996,12.529999999999998
ba,ce,1717996305,12.68
ba,ce,1717996527,12.51
ba,ce,1717996949,12.52
ba,ce,1717997220,12.53
ba,ce,1717997540,12.52
ba,ce,1717997671,12.48
ba,ce,1717997988,12.51
ba,ce,1717998274,12.52
