,timestamp,edge,bitrate,rtt
133,2024-06-07 11:07:35,ba-df,325735.86666666664,17.89
134,2024-06-07 11:12:35,ba-df,312956.5333333333,18.06
135,2024-06-07 11:17:35,ba-df,333028.13333333336,17.880000000000003
136,2024-06-07 11:22:35,ba-df,321385.4666666667,17.880000000000003
137,2024-06-07 11:27:35,ba-df,335813.73333333334,17.880000000000003
138,2024-06-07 11:32:35,ba-df,314667.6,17.85
139,2024-06-07 11:37:35,ba-df,315328.06666666665,17.89
140,2024-06-07 11:42:35,ba-df,286218.6,17.860000000000003
141,2024-06-07 11:47:35,ba-df,322948.6666666667,17.820000000000004
142,2024-06-07 11:52:35,ba-df,312392.4666666667,17.830000000000002
143,2024-06-07 11:57:35,ba-df,309496.13333333336,17.94
144,2024-06-07 12:02:35,ba-df,330459.86666666664,17.92
145,2024-06-07 12:07:35,ba-df,309992.2,17.85
146,2024-06-07 12:12:35,ba-df,305757.06666666665,17.96
147,2024-06-07 12:17:35,ba-df,317040.0,17.830000000000002
148,2024-06-07 12:22:35,ba-df,292919.5333333333,17.87
149,2024-06-07 12:27:35,ba-df,323199.6,17.91
150,2024-06-07 12:32:35,ba-df,307823.26666666666,17.910000000000004
151,2024-06-07 12:37:35,ba-df,325775.2,17.87
152,2024-06-07 12:42:35,ba-df,346075.93333333335,17.89
153,2024-06-07 12:47:35,ba-df,336062.6,17.919999999999998
154,2024-06-07 12:52:36,ba-df,333853.13333333336,17.87
155,2024-06-07 12:57:36,ba-df,340915.73333333334,17.9
156,2024-06-07 13:02:36,ba-df,322579.2,17.860000000000003
157,2024-06-07 13:07:36,ba-df,331547.8,17.87
158,2024-06-07 13:12:36,ba-df,328797.4,17.919999999999998
159,2024-06-07 13:17:36,ba-df,324788.2,17.89
160,2024-06-07 13:22:36,ba-df,319227.3333333333,17.939999999999998
161,2024-06-07 13:27:36,ba-df,332595.13333333336,17.89
162,2024-06-07 13:32:36,ba-df,351307.13333333336,17.910000000000004
163,2024-06-07 13:37:36,ba-df,320200.26666666666,17.939999999999998
164,2024-06-07 13:42:36,ba-df,320246.6,17.919999999999998
165,2024-06-07 13:47:36,ba-df,333225.8,17.9
166,2024-06-07 13:52:36,ba-df,352313.3333333333,17.91
167,2024-06-07 13:57:36,ba-df,307913.73333333334,17.87
168,2024-06-07 14:02:36,ba-df,392474.2,17.91
169,2024-06-07 14:07:36,ba-df,338384.0,18.48
170,2024-06-07 14:12:36,ba-df,321425.6,17.89
171,2024-06-07 14:17:35,ba-df,319663.86666666664,17.91
172,2024-06-07 14:22:35,ba-df,332838.26666666666,17.91
173,2024-06-07 14:27:35,ba-df,302700.4666666667,17.87
174,2024-06-07 14:32:35,ba-df,294894.2,17.880000000000003
175,2024-06-07 14:37:35,ba-df,323940.86666666664,17.89
176,2024-06-07 14:42:35,ba-df,379300.06666666665,17.91
177,2024-06-07 14:47:35,ba-df,313493.86666666664,17.959999999999997
178,2024-06-07 14:52:35,ba-df,313439.06666666665,17.880000000000003
179,2024-06-07 14:57:35,ba-df,306791.4,17.91
180,2024-06-07 15:02:35,ba-df,376214.26666666666,18.02
181,2024-06-07 15:07:35,ba-df,302709.06666666665,17.89
182,2024-06-07 15:12:35,ba-df,346063.13333333336,17.89
183,2024-06-07 15:17:35,ba-df,338019.4,17.910000000000004
184,2024-06-07 15:22:35,ba-df,349541.5333333333,17.939999999999998
185,2024-06-07 15:27:35,ba-df,319804.73333333334,17.9
186,2024-06-07 15:32:35,ba-df,360066.3333333333,17.96
187,2024-06-07 15:37:35,ba-df,323901.93333333335,17.900000000000002
188,2024-06-07 15:42:35,ba-df,306913.6,17.9
189,2024-06-07 15:47:35,ba-df,360802.86666666664,17.89
190,2024-06-07 15:52:35,ba-df,327933.8,17.91
191,2024-06-07 15:57:35,ba-df,312854.86666666664,17.95
192,2024-06-07 16:02:35,ba-df,324463.73333333334,17.919999999999998
193,2024-06-07 16:07:35,ba-df,334806.8,17.880000000000003
194,2024-06-07 16:12:36,ba-df,341742.73333333334,17.880000000000003
195,2024-06-07 16:17:36,ba-df,329591.06666666665,17.87
196,2024-06-07 16:22:36,ba-df,338163.13333333336,17.89
197,2024-06-07 16:27:36,ba-df,291121.13333333336,18.05
198,2024-06-07 16:32:36,ba-df,323248.6,17.91
199,2024-06-07 16:37:36,ba-df,313480.06666666665,17.9
200,2024-06-07 16:42:36,ba-df,322667.13333333336,17.949999999999996
201,2024-06-07 16:47:36,ba-df,315104.5333333333,17.89
202,2024-06-07 16:52:36,ba-df,320904.06666666665,17.87
203,2024-06-07 16:57:36,ba-df,346176.0,17.880000000000003
204,2024-06-07 17:02:36,ba-df,327563.0,17.880000000000003
205,2024-06-07 17:07:36,ba-df,293368.5333333333,17.91
206,2024-06-07 17:12:36,ba-df,326664.5333333333,17.860000000000003
207,2024-06-07 17:17:35,ba-df,342310.4666666667,17.92
208,2024-06-07 17:22:35,ba-df,298593.26666666666,17.96
209,2024-06-07 17:27:35,ba-df,324713.06666666665,17.87
210,2024-06-07 17:32:35,ba-df,351008.3333333333,17.87
211,2024-06-07 17:37:35,ba-df,285199.2,17.880000000000003
212,2024-06-07 17:42:35,ba-df,328095.73333333334,17.870000000000005
213,2024-06-07 17:47:35,ba-df,336214.5333333333,17.840000000000003
214,2024-06-07 17:52:35,ba-df,392995.93333333335,17.82
215,2024-06-07 17:57:35,ba-df,311349.8,17.87
216,2024-06-07 18:02:35,ba-df,328236.2,17.840000000000003
217,2024-06-07 18:07:35,ba-df,308449.4666666667,17.830000000000002
218,2024-06-07 18:12:35,ba-df,302593.6666666667,17.910000000000004
219,2024-06-07 18:17:35,ba-df,293749.2,17.860000000000003
220,2024-06-07 18:22:35,ba-df,363108.93333333335,17.840000000000003
221,2024-06-07 18:27:35,ba-df,307505.73333333334,17.810000000000002
222,2024-06-07 18:32:35,ba-df,349791.86666666664,17.830000000000002
223,2024-06-07 18:37:35,ba-df,367998.8,17.810000000000002
224,2024-06-07 18:42:35,ba-df,294538.86666666664,17.91
225,2024-06-07 18:47:35,ba-df,335763.73333333334,17.820000000000004
226,2024-06-07 18:52:35,ba-df,314583.5333333333,17.800000000000004
227,2024-06-07 18:57:35,ba-df,322892.0,17.810000000000002
228,2024-06-07 19:02:35,ba-df,337233.4,17.810000000000002
229,2024-06-07 19:07:35,ba-df,323288.3333333333,17.830000000000002
230,2024-06-07 19:12:35,ba-df,321464.93333333335,17.800000000000004
231,2024-06-07 19:17:36,ba-df,319562.73333333334,17.800000000000004
232,2024-06-07 19:22:36,ba-df,335162.5333333333,17.830000000000002
233,2024-06-07 19:27:36,ba-df,329653.26666666666,17.83
234,2024-06-07 19:32:36,ba-df,350306.5333333333,17.82
235,2024-06-07 19:37:36,ba-df,352932.93333333335,17.810000000000002
236,2024-06-07 19:42:36,ba-df,325096.4666666667,17.810000000000002
237,2024-06-07 19:47:36,ba-df,354026.73333333334,17.800000000000004
238,2024-06-07 19:52:36,ba-df,339582.13333333336,18.35
239,2024-06-07 19:57:36,ba-df,343331.2,17.79
240,2024-06-07 20:02:36,ba-df,299366.73333333334,17.800000000000004
241,2024-06-07 20:07:36,ba-df,358863.5333333333,17.81
242,2024-06-07 20:12:36,ba-df,339779.86666666664,17.8
243,2024-06-07 20:17:36,ba-df,314264.0,17.79
244,2024-06-07 20:22:36,ba-df,308803.06666666665,17.82
245,2024-06-07 20:27:35,ba-df,378513.06666666665,17.800000000000004
246,2024-06-07 20:32:35,ba-df,406449.13333333336,17.81
247,2024-06-07 20:37:35,ba-df,343776.0,17.79
248,2024-06-07 20:42:35,ba-df,308914.93333333335,17.800000000000004
249,2024-06-07 20:47:35,ba-df,350118.73333333334,17.77
250,2024-06-07 20:52:35,ba-df,344689.4,17.779999999999998
251,2024-06-07 20:57:35,ba-df,325731.86666666664,17.89
252,2024-06-07 21:02:35,ba-df,332106.06666666665,17.79
253,2024-06-07 21:07:35,ba-df,332167.26666666666,17.800000000000004
254,2024-06-07 21:12:36,ba-df,364937.5333333333,17.810000000000002
255,2024-06-07 21:17:35,ba-df,384530.0,17.8
256,2024-06-07 21:22:36,ba-df,373451.86666666664,17.79
257,2024-06-07 21:27:37,ba-df,431477.73333333334,17.810000000000002
258,2024-06-07 21:32:36,ba-df,364711.2,17.8
259,2024-06-07 21:37:36,ba-df,348572.4,18.0
260,2024-06-07 21:42:37,ba-df,408253.93333333335,17.779999999999998
261,2024-06-07 21:47:35,ba-df,346975.4,17.860000000000003
262,2024-06-07 21:52:37,ba-df,428767.3333333333,17.8
263,2024-06-07 21:57:36,ba-df,358245.6666666667,17.84
264,2024-06-07 22:02:36,ba-df,347757.4666666667,17.800000000000004
265,2024-06-07 22:07:36,ba-df,369689.6,17.779999999999998
266,2024-06-07 22:12:36,ba-df,383736.6,17.8
267,2024-06-07 22:17:35,ba-df,322658.6,17.810000000000002
268,2024-06-07 22:22:35,ba-df,398377.6666666667,17.800000000000004
269,2024-06-07 22:27:35,ba-df,376119.8,17.779999999999998
270,2024-06-07 22:32:35,ba-df,368299.13333333336,17.79
271,2024-06-07 22:37:35,ba-df,386116.8,17.800000000000004
272,2024-06-07 22:42:35,ba-df,363199.73333333334,17.810000000000002
273,2024-06-07 22:47:35,ba-df,330365.6666666667,17.800000000000004
274,2024-06-07 22:52:35,ba-df,347237.3333333333,17.8
275,2024-06-07 22:57:35,ba-df,381860.26666666666,17.800000000000004
276,2024-06-07 23:02:35,ba-df,357233.5333333333,17.8
277,2024-06-07 23:07:35,ba-df,368266.73333333334,17.810000000000002
278,2024-06-07 23:12:35,ba-df,364310.26666666666,17.82
279,2024-06-07 23:17:35,ba-df,410851.4,17.800000000000004
280,2024-06-07 23:22:35,ba-df,326055.2,17.800000000000004
281,2024-06-07 23:27:35,ba-df,369492.6666666667,17.800000000000004
282,2024-06-07 23:32:35,ba-df,369341.3333333333,17.810000000000002
283,2024-06-07 23:37:35,ba-df,255880.93333333332,17.810000000000002
284,2024-06-07 23:42:35,ba-df,357497.5333333333,17.79
285,2024-06-07 23:47:35,ba-df,354096.4666666667,17.79
286,2024-06-07 23:52:35,ba-df,367245.06666666665,17.810000000000002
287,2024-06-07 23:57:35,ba-df,379650.26666666666,17.800000000000004
288,2024-06-08 00:02:36,ba-df,374900.6,17.85
289,2024-06-08 00:07:36,ba-df,329193.4,17.810000000000002
290,2024-06-08 00:12:36,ba-df,356913.0,17.800000000000004
291,2024-06-08 00:17:36,ba-df,333484.8,17.85
292,2024-06-08 00:22:36,ba-df,365516.3333333333,17.810000000000002
293,2024-06-08 00:27:36,ba-df,355142.0,17.800000000000004
294,2024-06-08 00:32:36,ba-df,371412.13333333336,17.820000000000004
295,2024-06-08 00:37:36,ba-df,325150.5333333333,18.26
296,2024-06-08 00:42:36,ba-df,386040.86666666664,17.810000000000002
297,2024-06-08 00:47:36,ba-df,349399.4666666667,17.800000000000004
298,2024-06-08 00:52:36,ba-df,369130.0,17.8
299,2024-06-08 00:57:36,ba-df,389230.3333333333,17.79
300,2024-06-08 01:02:36,ba-df,367310.93333333335,17.79
301,2024-06-08 01:07:35,ba-df,364990.73333333334,17.8
302,2024-06-08 01:12:35,ba-df,436626.13333333336,17.810000000000002
303,2024-06-08 01:17:35,ba-df,309285.86666666664,17.77
304,2024-06-08 01:22:35,ba-df,398950.73333333334,17.810000000000002
305,2024-06-08 01:27:35,ba-df,372752.6,17.800000000000004
306,2024-06-08 01:32:35,ba-df,371785.4,17.810000000000002
307,2024-06-08 01:37:35,ba-df,352661.73333333334,17.810000000000002
308,2024-06-08 01:42:35,ba-df,436573.0,17.8
309,2024-06-08 01:47:35,ba-df,389585.86666666664,17.830000000000002
310,2024-06-08 01:52:35,ba-df,327414.8,17.810000000000002
311,2024-06-08 01:57:35,ba-df,327636.93333333335,17.8
312,2024-06-08 02:02:35,ba-df,375126.6,17.840000000000003
313,2024-06-08 02:07:35,ba-df,307596.8,17.79
314,2024-06-08 02:12:35,ba-df,290130.86666666664,17.8
315,2024-06-08 02:17:35,ba-df,300840.86666666664,17.779999999999998
316,2024-06-08 02:22:35,ba-df,324477.93333333335,17.900000000000002
317,2024-06-08 02:27:35,ba-df,345857.73333333334,18.000000000000004
318,2024-06-08 02:32:35,ba-df,327861.93333333335,17.79
319,2024-06-08 02:37:35,ba-df,354068.13333333336,17.82
320,2024-06-08 02:42:36,ba-df,361309.8,17.839999999999996
321,2024-06-08 02:47:36,ba-df,321096.3333333333,17.79
322,2024-06-08 02:52:38,ba-df,362826.3333333333,17.800000000000004
323,2024-06-08 02:57:35,ba-df,299191.5333333333,17.82
324,2024-06-08 03:02:35,ba-df,287990.26666666666,17.8
325,2024-06-08 03:07:35,ba-df,291771.93333333335,17.810000000000002
326,2024-06-08 03:12:35,ba-df,256495.8,17.82
327,2024-06-08 03:17:35,ba-df,285610.6,17.8
328,2024-06-08 03:22:35,ba-df,284103.4666666667,17.82
329,2024-06-08 03:27:35,ba-df,299694.93333333335,17.82
330,2024-06-08 03:32:35,ba-df,310806.4,17.840000000000003
331,2024-06-08 03:37:35,ba-df,304170.8,17.82
332,2024-06-08 03:42:35,ba-df,296075.06666666665,17.82
333,2024-06-08 03:47:35,ba-df,327854.26666666666,18.01
334,2024-06-08 03:52:35,ba-df,286416.5333333333,17.8
335,2024-06-08 03:57:35,ba-df,307437.73333333334,17.96
336,2024-06-08 04:02:35,ba-df,301902.06666666665,17.970000000000002
337,2024-06-08 04:07:36,ba-df,265553.2,17.93
338,2024-06-08 04:12:36,ba-df,310601.26666666666,17.79
339,2024-06-08 04:17:36,ba-df,283763.26666666666,17.82
340,2024-06-08 04:22:36,ba-df,287406.4666666667,17.86
341,2024-06-08 04:27:36,ba-df,288587.5333333333,17.8
342,2024-06-08 04:32:36,ba-df,313779.06666666665,17.810000000000002
343,2024-06-08 04:37:36,ba-df,304436.3333333333,17.79
344,2024-06-08 04:42:36,ba-df,306739.06666666665,17.820000000000004
345,2024-06-08 04:47:36,ba-df,290127.6666666667,17.800000000000004
346,2024-06-08 04:52:36,ba-df,312495.86666666664,17.979999999999997
347,2024-06-08 04:57:36,ba-df,292301.6,17.79
348,2024-06-08 05:02:36,ba-df,293701.0,17.82
349,2024-06-08 05:07:36,ba-df,271788.73333333334,17.830000000000002
350,2024-06-08 05:12:36,ba-df,326419.26666666666,17.840000000000003
351,2024-06-08 05:17:36,ba-df,293761.73333333334,17.86
352,2024-06-08 05:22:36,ba-df,294552.86666666664,17.95
353,2024-06-08 05:27:36,ba-df,360933.06666666665,17.830000000000002
354,2024-06-08 05:32:36,ba-df,287736.6666666667,18.020000000000003
355,2024-06-08 05:37:35,ba-df,303493.3333333333,17.830000000000002
356,2024-06-08 05:42:35,ba-df,312491.4,18.06
357,2024-06-08 05:47:35,ba-df,295340.6666666667,17.82
358,2024-06-08 05:52:35,ba-df,261071.73333333334,17.87
359,2024-06-08 05:57:35,ba-df,313664.73333333334,17.86
360,2024-06-08 06:02:35,ba-df,280992.2,17.82
361,2024-06-08 06:07:35,ba-df,310012.8,17.810000000000002
362,2024-06-08 06:12:35,ba-df,278143.93333333335,17.79
363,2024-06-08 06:17:35,ba-df,326413.93333333335,17.810000000000002
364,2024-06-08 06:22:35,ba-df,270393.86666666664,17.840000000000003
365,2024-06-08 06:27:35,ba-df,312761.0,17.86
366,2024-06-08 06:32:35,ba-df,283625.4666666667,17.85
367,2024-06-08 06:37:35,ba-df,291898.3333333333,17.85
368,2024-06-08 06:42:35,ba-df,288464.6,17.800000000000004
369,2024-06-08 06:47:35,ba-df,296851.8,17.91
370,2024-06-08 06:52:35,ba-df,318678.2,17.860000000000003
371,2024-06-08 06:57:35,ba-df,299685.06666666665,17.820000000000004
372,2024-06-08 07:02:35,ba-df,286629.86666666664,17.860000000000003
373,2024-06-08 07:07:35,ba-df,311219.2,17.85
374,2024-06-08 07:12:36,ba-df,294483.6,17.85
375,2024-06-08 07:17:36,ba-df,314053.4666666667,17.82
376,2024-06-08 07:22:36,ba-df,299745.8,17.860000000000003
377,2024-06-08 07:27:36,ba-df,299176.86666666664,17.87
378,2024-06-08 07:32:36,ba-df,290364.2,17.87
379,2024-06-08 07:37:36,ba-df,290701.26666666666,17.860000000000003
380,2024-06-08 07:42:36,ba-df,318003.26666666666,17.860000000000003
381,2024-06-08 07:47:36,ba-df,298046.86666666664,17.860000000000003
382,2024-06-08 07:52:36,ba-df,317139.73333333334,17.92
383,2024-06-08 07:57:36,ba-df,290422.4,17.840000000000003
384,2024-06-08 08:02:36,ba-df,335455.4,17.860000000000003
385,2024-06-08 08:07:36,ba-df,297499.4,17.880000000000003
386,2024-06-08 08:12:36,ba-df,338459.4,17.9
387,2024-06-08 08:17:36,ba-df,335923.5333333333,17.860000000000003
388,2024-06-08 08:22:36,ba-df,288748.6,17.9
389,2024-06-08 08:27:36,ba-df,287877.2,17.840000000000003
390,2024-06-08 08:32:36,ba-df,284932.93333333335,17.880000000000003
391,2024-06-08 08:37:36,ba-df,292811.8,17.880000000000003
392,2024-06-08 08:42:36,ba-df,266096.4666666667,17.85
393,2024-06-08 08:47:36,ba-df,277796.86666666664,17.89
394,2024-06-08 08:52:35,ba-df,314212.4666666667,17.93
395,2024-06-08 08:57:35,ba-df,298181.93333333335,17.9
396,2024-06-08 09:02:35,ba-df,305126.4666666667,17.880000000000003
397,2024-06-08 09:07:35,ba-df,315727.6666666667,17.87
398,2024-06-08 09:12:35,ba-df,277202.6,17.880000000000003
399,2024-06-08 09:17:35,ba-df,311676.13333333336,17.9
400,2024-06-08 09:22:35,ba-df,293025.8,17.96
401,2024-06-08 09:27:35,ba-df,296850.06666666665,17.89
402,2024-06-08 09:32:35,ba-df,306177.06666666665,17.93
403,2024-06-08 09:37:35,ba-df,328200.93333333335,17.89
404,2024-06-08 09:42:35,ba-df,272948.26666666666,40.06
405,2024-06-08 09:47:35,ba-df,301458.8,39.98
406,2024-06-08 09:52:35,ba-df,308180.4,39.98
407,2024-06-08 09:57:35,ba-df,326904.4666666667,28.590000000000003
408,2024-06-08 10:02:35,ba-df,276941.06666666665,28.61
409,2024-06-08 10:07:35,ba-df,318542.4666666667,28.660000000000004
410,2024-06-08 10:12:35,ba-df,306398.5333333333,28.79
411,2024-06-08 10:17:35,ba-df,305403.26666666666,28.620000000000005
412,2024-06-08 10:22:35,ba-df,293910.13333333336,28.57
413,2024-06-08 10:27:35,ba-df,296348.73333333334,28.590000000000003
414,2024-06-08 10:32:36,ba-df,311402.3333333333,28.590000000000003
415,2024-06-08 10:37:36,ba-df,274711.93333333335,28.6
416,2024-06-08 10:42:36,ba-df,314865.4666666667,28.62
417,2024-06-08 10:47:36,ba-df,291898.6,28.590000000000003
418,2024-06-08 10:52:36,ba-df,302661.3333333333,28.6
419,2024-06-08 10:57:36,ba-df,288227.6666666667,28.6
420,2024-06-08 11:02:36,ba-df,296554.86666666664,28.62
421,2024-06-08 11:07:36,ba-df,311959.86666666664,28.67
422,2024-06-08 11:12:35,ba-df,319721.2,28.610000000000003
423,2024-06-08 11:17:35,ba-df,267663.0,28.59
424,2024-06-08 11:22:35,ba-df,320288.06666666665,28.610000000000003
